inventor_first_name,inventor_last_name,inventor_id
Dallas I.,Downs,3938340-1
Steven R.,Nordhauser,6028719-2
Daniel J.,Houston,5555631-1
Sherry Xiaopei,Ci,8476010-3
Nick,Talley,D672630-1
Barry L,Margerum,9420097-3
Bernd,Niethammer,5301781-2
Dennis J.,Duden,5312080-3
Michael John,Hoelzel,7108483-2
Larry A.,Blue,5196835-1
Paula N.,Balus,8983476-6
Christopher L.,Codde,6557466-1
Dick S.,Schubert,8006397-1
Lisa,Isaacson,6840662-2
William E.,Hale,8337995-3
Clyde R.,Wykoff,4360051-1
Donald R.,"Dean, Jr.",8136084-1
James N.,Holton,5903998-2
Michael E.,Dickinson,5450478-4
Karl O.,Lillevold,5870148-1
Peter T.,Zell,5326050-1
James,Bakopoulos,7568615-4
Bruce J.,Chagnot,4406124-1
Wesley C.,Lin,7849113-2
Richard Hardwick,Moore,9865066-3
Thomas A.,Brewer,5403116-1
Richard L.,Stratton,4311915-1
Dennis A.,Guritza,6555228-1
Kenneth L.,Nickson,4182337-1
Nate,Begeman,8059570-2
Dimitrios,Stroumpoulis,8318695-1
Xiang-Ern,Yeo,9749731-1
Davis,Nhan,6541679-2
Gordon R.,Tupper,7216929-2
Sheenfar Sean,Fong,7560654-2
Robert R.,Kessler,D612566-1
Gene,Dorsch,6056161-2
Theresa,Swift-Scanlan,8062849-3
Deborah A.,Detwiler,5256865-5
Ryan T.,Wong,5885176-1
Mark,Malone,7210528-7
Oleh,Weres,5364508-1
Jason,Satern,8498033-2
Lynwood,Bullock,6886950-2
Robert J.,Provalenko,6042329-2
Makiko,Yasuda,10119143-5
Michael L.,Gasperi,4762007-1
Honggang,Cui,9180203-1
Johannes Bernhard,Steffens,6272231-4
Roger D.,Sheppard,5023571-3
Nikolaus,Zwetkow,4411785-3
Amy Claire,Roszak,8240731-1
Ronald G.,Reifenberger,4896044-2
Adrian M.,Loria,4097637-1
Rikard K.,Haraldsson,5505030-3
Michael L.,Schmidt,5242498-2
Helena,Bartor,6439948-2
Benjamin Charles,Williams,3953096-1
Kurt,Peters,6295614-1
Francis S.,"Auricchio, Jr.",7340140-2
Keith R.,Gardner,5535525-1
Clyde W.,"Hubbard, Jr.",3975636-2
Hsieh Y.,Wang,4824120-1
James A.,"Wilder, Jr.",4202700-1
John M.,Armstrong,4660423-1
Jack J.,Brewer,3977531-1
Brian,Marchionni,6868479-4
Daniel,Sullivan,8352080-3
Ivan F.,Brownson,4035877-1
Gabriel C.,Cox,7738242-3
Zahid Hussain,Ayub,4805694-1
Brian L.,Kennedy,5474241-1
George H.,Mann,4017292-1
John T.,Rigney,4005899-1
Kangkang,Wang,10134446-1
Monte Lee,Friesen,8062659-3
Manuel Christian,Clement,10000216-3
Erik J.,Ernst,9265580-7
Tulsi,Manickam,7254198-1
John D.,Hartwig,5177335-1
Ronald D.,Coughlin,D249508-1
Reginald L.,Olson,5249698-3
Paul G.,Gross,10022848-1
Arthur L.,Rathburn,4901410-2
Lin,Halpern,5927293-1
Nilamadhab,Mishra,7271198-2
Randall N.,Avery,4413674-1
Danny,Hoang,5275061-2
Thomas R.,Dawdy,9703648-3
Gilbert H.,Kliman,8521273-1
Jim,Tuholski,D640489-1
Lucius,Shropshire,4542914-1
Christian Steffen,Birk,6943786-1
Marisa G.,La Belle,7340922-1
Andrea Gail,Neely,9943466-5
Barbara,Marans,4778390-1
Glenn B.,Harrison,5027127-2
Theodore A.,Uyeno,9222559-2
John P.,Heptig,4955038-3
Steven G.,Karr,4542657-3
Craig A.,Drill,6800122-3
Sandeep M.,Dalal,10064569-1
Yuelan,Zhang,7964651-3
Joseph,Merrill,10115282-1
Neville B.,Ichhaporia,6744291-3
Lisa Marie,Walsh,9603420-1
Susan,Kim,8833826-5
A. Michael,Filicetti,5027666-1
Lucina P.,Mastro,5666435-4
Howard,Silken,5264834-1
Joseph P.,Polak,D405202-2
Peter G.,Pritz,3958694-1
Gregory,Kinney,7568613-5
Neal,Lynch,D659747-1
Benzhong,Wang,6696372-1
Henry C.,Bramer,4041128-1
Michael,Chintis,5183499-1
Bonnie,Hein,7313543-4
Thomas G.,Kelso,7055840-1
James Lynn,Turbett,5549200-3
Michael D.,Wilkis,9506214-2
Wayne M.,Struble,5903177-2
Rong Zhang,Hu,8984227-4
Rachna,Mohan,6919406-2
Mark,Hegemann,7695041-3
John C.,Paul,3979907-1
Kedar Sunil,Sarmalkar,9529871-2
Kenneth J.,Rhodes,6361971-1
Matthew,Reichert,D689247-1
Kevin James,Green,5886860-7
George,Knish,6617827-1
Kevin,Tillotson,5343373-1
John J.,Stelmach,5169193-1
Steven A.,Kothe,4952700-2
Yasuhiko,Hosoe,7359969-3
Kenneth N.,Kawakami,4596959-1
Mohammad Helal,Uddin,9874347-1
Gary E.,"Reavis, Sr.",D319073-1
Heidi Brown,Albers,8489572-3
Varun Sagar,Malhotra,10089099-3
Donald Andrew,Winesett,8445620-7
Lori,Munding,10137549-3
Chris,Rehbein,7240332-6
Philip R.,Haratsaris,7284228-1
Mike,Lander,9907902-3
Bernard J.,Putt,4084867-1
Stanley D.,Wood,4358375-1
Jamey Nathan,Wagner,D635367-1
Lance Jonathan,Myers,7727161-3
Wen H.,Huang,3958982-1
Jerome,Axelrod,4118823-1
Donald E.,Parker,6497649-1
Alex,Maraghe,4447026-1
James T.,Whalen,4218592-3
Ivonne,Brown,4578266-2
Dan L.,Chouteau,5899280-1
Krishnamurthy,Gopinath,7333481-2
William Jay,Kelley,6766541-4
Michael M.,Geoffrey,5189079-1
Scott R.,Goode,7055534-1
Vincent H.,Hughes,D318754-1
German Jose,Sabillon,8813447-1
Rickey L.,Morgan,5672203-2
Matthew Allen,Adam,7417331-3
Steven W.,Leech,D812925-1
Joseph A.,James,8365574-2
Malcolm A,Barnard,10065876-1
John D.,Anderson,10027058-3
Michael D.,Pedneau,10108767-2
Raymond O.,Starnes,4580534-2
Wayne E.,Perry,5151089-3
Donald,Woodward,4270939-2
Frank,Waymire,4494732-1
Robert D.,Kroshefsky,4320049-3
Patricia M.,Sagmeister,10008474-5
Keith Alan,Taylor,4006369-1
Xiantao,Sun,8903019-2
George A.,Jarrard,4452151-1
Roy W.,Houser,3963358-1
Azriel Zelig,Genack,4486885-1
Raegan,Moya-Jones,D710324-1
Thierry R.,Renault,7126080-1
Rod S.,Gates,6550226-2
Jeffrey,Lubell,D547530-1
Jeremy Michael,Cabral,6499312-3
Gerald L.,Stadt,8956706-9
William C.,Bonner,7096279-2
Terry J.,Ligocki,4888583-1
Avni,Baveja,10003495-3
Adrienne,Kortas,8353704-1
Salvatore D.,Morgera,4207620-1
William J.,Popp,5693204-1
Darren W.,Branch,10009002-1
Peggy,Ruane,6996600-4
William A.,Reynolds,4671032-1
Raymond G.,Brownstein,4703790-1
Marcus E.,Ross,8077896-1
Brian P.,Duffy,8410954-1
Duane M.,Regenscheid,5191181-1
William Jerome,Olsen,6697723-1
Anthony N.,Iannarelli,4348845-1
Amit S.,Kelkar,10032749-1
Linda G.,Collins,D480770-1
Eric G.,Fennell,9218387-1
Camden John,Davis,7962706-1
Walid V.,Soussou,10068490-2
Mariya,Khiterer,9705167-1
Lance,Anderson,8073443-3
Craig L.,Carrison,4291243-2
Daniel W.,Blevins,4410021-1
Uday A.,Tare,6609067-1
Daniel J.,DuRocher,4034265-2
Bruce C.,Pettitt,4198208-4
Dorla,Mirejovsky,4743588-1
John,Langell,9861449-5
Edwin A.,Fitzjarrell,5449517-1
John H.,Becher,5902721-1
Dennis,Zacharkow,4981325-1
Robert Ronald,Nali,4107259-3
John B.,Estridge,7397550-4
James H.,Casey,3940048-1
Michael G.,Taylor,9779605-1
Xingyuan,Tang,6777349-3
David H.,Scheiber,3950597-1
Rodney K.,Haggett,D337061-1
Jason S.,Trahan,D760073-7
Richard K.,Payne,10030242-17
Joseph D.,"Rankin, III",5667896-4
J. Christian,Haesloop,5107805-2
John G.,Timothy,4070578-1
Ken B.,Kabinoff,5533571-3
Carole,Shenkman,8550131-4
Kelly,Teng,5608046-2
Dat H.,Truong,5873897-4
Bithel W.,Staton,5632583-2
Cory L.,Dale,5696988-1
John W.,Ellertson,6606852-2
J. Blair,Girard,6764661-1
Margaret Mary,Andersen,10064783-2
Sudipt,Sinha,8583149-9
Suzanne,Stempien,6403133-3
Anita A.,Martin,D339609-2
Ronne,Proch,4906349-5
Vanessa Ilona,Grass,9535945-6
Michael D.,Clay,10087426-4
James G.,Owen,4352380-1
Gary E.,Hall,9070684-3
Roy K.,Pierce,6666433-1
Thomas Allen,"Hayes, Jr.",8415831-1
Omer,Shakil,7970946-3
David Gustav,Ashpole,9967351-4
Kyl V.,Myrick,6929914-1
Teresa E.,Batten,7878390-1
Anthony Clay,Mayfield,7749206-1
Chandran B.,Santanam,5024170-1
Patrick,Stern,9043994-1
Advait,Mogre,5708665-4
Anthony,Delisle,7761388-2
Robert W.,Friedman,4012010-1
Jin Qiang,Kuang,9956248-5
Krishna Vijaya,Chakravadhanula,8271226-1
Julius,Zemke,4091958-1
Ed Lymon,Hayes II,5930941-1
Punit P.,Seth,10036019-1
David E.,Weldon,4482149-1
Robert I.,Horensky,5330085-1
Nalla,Praveen,8736055-2
Gregory,Blue,8127478-1
Curtis,McCorsley,6256955-3
Dale L.,Short,6010094-2
Arthur E.,Ayotte,4350112-1
Peter,Brownlee,D657233-2
David D.,Onan,5159980-1
Arthur Barney,Maccabe,8103785-3
Earnest,Mohlau,8147577-5
Gerald,Mansuy,9170415-1
Lawrence B.,Saidman,5556471-2
Chinmoy,Gangolli,9558522-2
Yuki N.,Ko,5019976-2
Harold S.,Dick,4879970-2
Gocha,Chkadua,6196232-1
Raymond A.,Sierka,6663781-3
Neldon L.,Jarvis,4636767-2
Tyrome Y.,Brown,9973779-2
Amandeep Singh,Pandher,10027644-5
Dongeun,Lee,9967467-4
Samuel,Kassegne,8629462-3
Shankar,Krishnan,7825324-3
Mehmet F.,Su,8525619-5
Harry H.,LeVeen,3972333-1
Bonnie,Han,9137347-3
Andrew M.,Tilkes,8496068-5
Roger B,Turner,7089303-2
Bakir,Kanpurwala,7931388-1
Shawn C.,Dunn,6611881-3
Rami,Ali-isawi,9271237-4
Edward C.,Fallon,5247998-1
Philip John,Turner,6058494-3
Robert B.,Loch,6143216-1
Michael W.,Gaughen,7111427-2
Tai-Yu,Chen,10109608-3
Calvin R.,Bentsen,7178208-1
Christopher,Bray,4446910-3
Michael J.,Phillips,5151047-1
Stephen C.,Fye,10053297-2
Sreejit,Chakravarty,6502004-1
Pierre R.,Webster,7798548-5
Thomas J.,Gardella,6147186-1
James L.,Schaller,8263574-1
Mike,De La Cruz,4936790-1
Romano,Rivolta,7442826-1
Yih-Tai,Chen,6780974-1
Nick,Thomas,6954438-3
Vamsi,Punati,8503464-1
Vijesh,Unnikrishnan,7226821-2
Ted Nelson,Booth,7042840-3
Michael D.,Delmore,10038112-4
Edward George,"Mackay, II",7465312-3
Guilherme,de Barros Chapiewski,10002515-1
Louis,"Kocsis, Jr.",9739292-2
Macy X.,Jin,7501121-6
Bettina,Deavours,7750211-3
Beverly N.,Moon,D814084-2
James G.,"Thomas, Jr.",6508410-1
Magda F.,Morton,7037931-7
Ibrahim,Abdalla,9174028-1
Charles E.,McMillen,5159929-2
Jay A.,Johnson,5910006-2
Donald,Maxwell,5047990-2
Nasser,Barghi,8785514-3
Michael A.,Vassily,6213145-4
Martin L.,Smith,D425957-1
Brad,Bickford,6014747-4
Jeffery,Keppler,8701662-6
Gail F.,Merritt,D310050-1
Robert H.,Lubin,D261941-1
Kevin,McHenry,7390826-3
Elizabeth J.,Kelly,9957302-2
Kevin A.,Reynolds,6475751-1
Vij,Ramakrishnan,6294367-2
Dana,Kirby,D497268-1
Paul,Bruce,6599657-2
Richard C.,Flagan,4642227-1
Tom John,Konetski,6454572-1
Frank C.,Larson,4166766-2
Sofia,Farber,7180014-2
Joseph L.,Naylor,4341516-2
Kevin Christopher,Corr,D573586-4
William M.,Dickman,4946171-2
Zachary A.,Clifford,8344724-2
Andrew,Shaw,5991866-2
Alexandra,Montiel,4135527-1
Eugene N.,Barantsevich,7071214-2
F. Lennart,Marten,5010153-2
Laura Gigi,Lee,9146124-6
Victor Gerald,Grafe,5226131-1
Riyi,Shi,7244748-2
Philip Gordon,Smith,9588397-1
Venkatesh,Ramachandran,10110702-1
Steven,Heinrich,10007527-6
Bin,Zhang,10007300-1
Robbie J.,Overstreet,4197744-1
Gordon H.,Liebel,10119325-2
Aaron T.,Travis,6244430-1
James M.,Guberski,6177683-3
Eric,Tseng,7084589-6
Frederick K.,Hagios,4063313-1
Kathryn Byrd,Young,7996256-2
Daniel S.,Putterman,10026301-1
Marsha D.,Bale Oenick,5462858-1
Adam,Lalonde,10088837-2
Kevin D.,Curham,5520781-1
David B.,Renner,4657254-1
Verner,Alexanderson,4021498-1
Kevin,Corley,10135715-2
Edwin J.,Berkowitz,7763334-1
Pauline S,Billington,7533544-1
Sofia,Valadez,5884571-1
William R.,Salvesen,4258469-1
Michael,Weir,D815854-1
John M.,Chrisos,4952299-1
Aaron M.,Bright,10006670-3
Andrew,Spielman,4662104-3
Luis M.,Pelegri,7205770-3
Kae,Chung,8888904-2
Madelyn M.,Baran,4511662-1
Gerald,Koenig,9152439-2
Neal,Margulis,5379443-1
Carrie A.,Gilson,7842445-3
Carlyle F.,Salli,5932013-1
Michael D. A.,Baker,7296799-1
Jonathan Mark,Bunne,5785345-3
John M.,Watt,9512613-2
Marion Else,Behnen,7689582-1
Han Ho,Song,7481185-3
Stephen G.,Nikodem,5813854-1
Daren,Smith,9770655-3
David J.,Prasek,3964892-2
Karl E.,Wudtke,10055932-2
John A.,Speidel,3952574-1
Edward (Bud),Stanley,5306046-1
Fatimah,Shehadeh,6088152-6
Craig A.,Swanson,4423830-2
Harold D.,Brown,4462464-1
Ronald,Kalla,5224213-2
Patrick O.,Moore,5361922-1
Joseph F.,Loersch,4023966-1
Richard G.,Rosenstein,5822388-2
Neil B.,LeBlanc,8132366-1
Pil Seok,Chae,8263754-2
Peter,Tu,9473192-2
William Edward,Zedalis,7501505-2
David L.,"Harbron, Jr.",RE28677-3
William J.,"Shildmyer, II",6988956-2
David E.,Cooper,4986099-3
Jeffery Alan,Henkel,7275300-4
Ohlan,Silpachai,10139256-2
Tung Manh,Nguyen,5999992-5
Daniela,Mardare,5312871-1
Glenn A.,Gurtcheff,4635475-3
Ken,Premo,8306873-5
Clark,Scheffy,7552950-1
Francis E.,Healy,4561859-2
Jagat,Pattnaik,9199594-2
George A.,Petriccione,4776005-1
Bryant Jerome,Long,8796504-1
Steven A.,Silverstein,9088842-1
Zhong-You (Joe),Shi,5361314-3
David S.,Grinnell,9192960-4
Dennis E.,Miller,4261509-2
Philip K.,Stanfeld,4822412-3
D. Aaron,Argyros,10047380-1
Roy D.,"Follendore, III",5369707-1
Agnelo R.,Gomes,4655368-2
Harry,Berger,4650623-1
Serguei Y.,Semenov,5715819-2
Ronald H.,Silverman,4858124-3
Giuseppe R.,Conversano,5256866-1
Oiging C.,Ouyang,7388278-2
Barry L.,Farkas,5267988-1
D. Kacy,Cullen,8400636-3
Carmelo W,"Calandro, Jr.",D414267-1
Ramon Alfredo,Siochi,5663999-1
Christopher C.,Cypcar,9868862-2
David C.,Crone,8599990-2
Weifang,Shan,10106546-13
Keith Andrew,Gottlieb,5529769-2
Theodore E.,Schmidt,4307475-1
Charles,Tubman,4729444-1
Michael J.,Roe,5600500-2
Richard C.,Fulwiler,D273440-1
Curvin L.,"Wolfgang, Jr.",8091540-4
Roger J.,DeRudder,7036321-4
Mark N.,DeDecker,6362282-1
Arnet,Streeter,4388090-1
Ricardo G.,Lomas,D503911-3
Brion E.,LaPointe,5237486-1
Rex E.,Masterson,6516280-2
Scott E.,Taylor,5372813-3
Vicki,Oehlschlaeger,D336763-1
Daniel S.,Gove,5064530-2
Philip M.,Bator,5001373-1
Alfred Rapp,Graham,4037995-1
John Young Ling,Chiang,5650286-1
James F.,Weiderman,6701563-3
Thomas P.,Govern,7299748-2
Ernie,Byrd,5529129-1
Michael,Flory,6694948-3
Edward J.,Paquette,4332652-2
Anna W.,Yen,9905266-1
William H.,Burn,4005494-1
Michael,Romanovich,5490875-2
Ta-Gang,Chiou,7263358-1
Harry L.,Wingler,D293613-1
Sridhar,Gopalkirshnan,5258072-1
Mark J.,Hayes,9341434-2
Allen,Swenson,9243481-2
Eric G.,Sumner,8153180-2
Ralph E.,Nutter,4783106-1
Joseph F.,Garvey,5129519-2
Joseph A.,Dinnan,4860624-2
Donald L.,Burrough,4646850-3
Michael Q.,Edwards,7927099-1
F. Carter,Bancroft,4677054-2
Michael Anthony,Johnson,5928625-5
John P.,Kearns,4529167-3
Ken,Caruso,8269690-1
Larry,Modes,6250242-1
Duane,Blaesi,8311202-1
Ronald,Dewing,5170938-1
William F.,Banholzer,4972449-3
Bert,Jepson,5945838-2
Sophia Margaret,Bridger,7422111-1
John R.,Muir,5060263-2
Randall,Brown,7302500-2
Dennis,Robillard,5829080-2
Neil Edward,Deming,6405915-2
Edward H.,Van Baush,4256476-1
J. Bradley,Crump,4850392-1
Ying-Zhong,Zhang,10092870-4
Muriel,Mdard,10009259-3
Susan,Pilgram,6383389-1
Seng-Kum,Chan,7380995-1
James H.,Frenchy,4535549-2
Joseph,Casaregola,8851099-2
Robert J.,Brosnan,10010525-1
Christopher P.,Bertellotti,6068702-1
Richard S.,Bagwell,6238077-3
George L.,Staby,4023308-1
Timothy W.,Lim,9689229-6
Cheryl L.,Cloninger,9365863-3
Roger S.,DeVilbiss,5371665-2
Robert A.,Anselmo,5031146-2
William A.,Curnan,6091504-3
Arthur J.,Young,4484066-4
Jinping,Liu,10002793-3
Stanley F.,Chang,5779624-1
Don,Gors,5722438-1
Harrison,Yuan,8109008-4
Bon Ho,Bae,6894454-6
Edward Keith,Simpson,7562274-4
Daniel Steven,Sanchez,7086999-3
Victor,Rappoport,5927299-1
Song,Zhao,6452236-2
Louis J.,"Noberini, Jr.",8503648-2
Edward Franklin,Haas,5782700-1
Colin,Dawson,6230198-1
Carl S.,Baylor,4029083-1
Steven E.,Rosenberg,9745701-3
Anthony Michael,DeSantolo,5976623-1
Kalyan,Dutta,5599086-1
Mark R.,Treiber,6269006-1
Melissa Dawn,Baker,9393380-2
David K.,Jan,10030542-4
Reed A.,Blackburn,6090711-2
Caryn F.,Carter,7395585-6
Amanda,Rees,7776842-4
Brett,Rosner,9280277-1
Joseph P.,Huggins,6178179-3
G.,Fonda-Bonardi,4808070-1
Roman,Lukatsky,D344706-1
Keith Allen,Roberts,8920715-1
Hamid,Firouzkouhi,8165538-3
James E.,Hart,4053559-1
Leroy C.,Howard,4510573-3
Timothy Ralph,Masarik,8997442-2
Jean S.,Duerbeck,4470156-2
Christopher,Sullivan,8322619-1
Gabor David,Kelen,6699670-4
Lee A.,Finch,5410193-2
Amiya K.,Mukherjee,5728637-2
Robert P.,Schlemmer,6006831-1
Daryl,Scheans,9979436-2
Bill,Duran,7350159-2
Rodney J.,Hapner,7249446-1
David W.,Henderson,D341306-1
Patty L.,Younts,5628159-1
John J.,Kozitka,5425351-1
Thomas Burke,Lyden,4616265-1
Gaylord O.,Ellis,4016898-2
Josh,Lehrer-Graiwer,7794957-6
Allan,Shoemake,9086610-1
Kelly Monroe,Matthews,7769811-4
Harish R.,Gajulapalle,9661022-3
Peter H.,Dahl,8622658-2
David M.,McCray,5318094-2
Jimmy Zhenming,Wang,7191412-3
Jasonlee Kissee,Hohman,7056213-2
Andreas U.,Schmidt,10039107-2
Ramesh,Subramanian,6917124-4
Donald J.,Henderson,5351345-4
Yuli,You,6226616-1
Mark,Atchley,10021117-7
Ralph,Rosenow,5327591-2
Weizhong,Zhu,9642192-2
Rashad Mohamed,Eletreby,10069592-5
Matthew,Vienneau,8826775-1
John S.,Drewry,7940910-2
Paul A.,Reneau,4198573-1
Jeffrey A.,McCoy,D517829-1
Christopher G.,Thackeray,6289932-1
Jeffrey Joseph,Stewart,6337181-1
Pathakone,Wagner,D699946-5
Kenneth S.,Harrison,3937518-1
Dennis,Kirkendall,4089817-1
Chris,Burress,D689164-1
Arkady,Pievsky,6513962-4
Loyie H.,"Sims, III",8706095-3
Gary D.,Weintraub,9930879-1
Lan Tuong,Pham,6445774-5
Kyle R.,Neal,4796361-1
Geoffrey W.,Abbott,6864364-3
Hyung Min,Baek,9583747-1
Robert L.,Simon,5340477-1
Brad,Kim,7944901-3
Warren,Stanek,D508089-1
Donald Elliott,Raikes,7493560-2
Mitchell P.,Dombrowski,4653513-1
Renate,Fruchter,6724918-2
James,Alworth,4343200-1
K. V.,Ravi,4152536-1
Struve,Friedrich,5223189-1
William Joseph,"Paruszkiewicz, Jr.",6322141-2
Debbie Marie,Lambert,6386007-3
William H.,Dudley,4344618-1
Tai-Ming,Liang,4448903-1
Kevin D.,Ryan,4193639-4
Peter Harold,Nelson,6849713-9
Bong-Jun,Yang,7277764-3
Kimimasa,Tobita,8974542-2
Sankararaman,Jayaraman,8937955-4
Ralph M.,Richart,5888724-4
Arnold S.,Brack,4148510-2
August C.,Hawk,7481726-1
Lorraine P.,Castillo,9754324-2
Alan G.,Sawyer,5009006-1
Michael E.,Egnor,5180309-1
Dennis,Favale,4430843-1
William K.,Burke,4938932-1
James R.,Plichta,7666105-2
Gerald Todd,Seidler,8537967-1
Kim B.,Winslow,7895099-2
Edward Yuichi,Yamada,D737926-1
Stuart,Sweidler,6972124-5
Ronald V.,Korsky,5039177-3
Zhike,Wang,7897707-2
Jeff,Schacherl,10130755-5
James L.,Czekaj,5469510-3
Larry E.,Gordon,4922077-1
Vanson,Lim,7447167-3
Debbie A.,Chacon,5831819-1
Arthur G.,Howard,5293720-4
Joseph M.,Viskocil,10117765-2
Peter G.,Edelman,10029070-3
David H.,Chambers,4625719-1
Darwin L.,Brooks,4997555-3
Dan,Harple,8332471-1
Russell S.,Love,9369727-2
Michael J.,Palmer,6832756-1
Nicholas M.,Fraioli,9602661-4
Daniel J.,Schmidt,5538274-4
Michael John,Leso,8292591-1
Frank W.,Leonard,8684714-1
Bruce A.,Church,5743244-3
David T.,La Flame,4221005-2
David,Poon,9296815-7
Marco C.,Heddes,5271000-2
Laura V.,Fair,4225446-3
Simon,Yavelberg,10029346-4
Arthur W.,Habitz,7946441-1
Michael Edward,Boyd,6410583-5
Yan-Man,Tsui,6576985-4
Michael Scott,Jarrell,5856263-2
James R.,Higgins,4130678-1
Jonathan K.,Leland,5147806-3
Carl,Bennett,6748279-1
Patti J.,Mokry,4944735-1
Eric,Belknap,7927119-3
David P.,Nackashi,10043633-2
James A.,Paul,4377786-2
Charles P.,Freeman,4729091-1
Arthur DeWayne,Crawford,D508697-1
Timothy M.,McCormack,7056192-3
John G.,Kurtz,4624018-1
Chad W.,Piester,D592360-1
Andy,Beavis,7100979-1
Olivier Jerzy,Dabrowski,8996682-2
Merton W.,Pekrul,7055327-1
Joel Dean,Spencer,8409585-1
Daniel,Morrison,9112931-1
Matthew,Karazin,9275074-2
Ronald O.,McClelland,3930961-2
Pierre H.,Mertz,5995071-1
Robert James,Michielutti,10011999-3
Adriano C.,Ducati,4499334-2
Kerry Douglas,Smith,9198405-1
Bora,Eryilmaz,7139687-1
Blair Lane,Porter,7529231-2
Marc,Savanier,10114269-2
Michelle T.,Lam,6954272-1
Eric,Bolinger,9576264-2
Jessie,Putman,6945739-1
Megan Murphy,King,7659286-3
Joseph A.,Oliveri,6477777-1
Russell L.,Morse,8763302-2
George R.,Deibert,5146460-4
Melissa,Moran,10112088-2
Ronald V.,Thiel,5072925-1
John J.,Ring,5361134-2
Kenneth A.,Klicker,4412148-1
Lloyd R.,Gower,5707094-1
Allwyn,Sequeira,10009368-4
Richard W.,Fournier,10085786-2
John T.,Crumby,4370755-1
Ewoud,Bonsen,8602801-3
Kevin Nuesa,Gabayan,9009516-1
Bea,Langton-Webster,9446157-2
Mark Russell,Garland,7444793-2
Edward D.,Goff,6154137-1
Benjamin S.,Lunt,9413016-2
Patrick Sean,Gallagher,D829779-2
William John,Gaffney,7311362-1
Joseph R.,Falcone,5432919-1
Alex,Sydell,10095879-3
Jeffrey L.,Slater,7558380-3
Walter E.,Bottelsen,4109915-1
Anthony J.,Doornsbosch,6696674-1
Christopher,Kuh,D610666-3
Nagwa Mahmoud,Elshaik,8699655-1
Walter J.,Butler,3956585-1
William A.,Carpenter,5493982-1
Paul,Van Der Werf,5063081-9
Julie,Garrett,5615722-1
John P.,Veschl,7212827-1
Pradeep,Subrahmanyan,8772731-1
Alan C.,Chu,4494268-1
William,Kobasz,4745529-3
Raymond D.,Swaney,D615525-5
Alexander D.,Dymnikov,7002160-2
Andre M.,DeHon,10078763-2
Alton Henry,Stephens,6444064-4
Thomas Mack,Bell,7862629-4
Peter J.,Alleman,6338023-3
Scott D.,Moore,5876436-6
Jason P.,Pelski,D618202-4
Donald F.,Willis,5568571-1
Pedro R.,Ubaldo,8063656-1
Ricky J.,Ducusin,D404200-1
Rasipuram V.,Arun,5579517-6
Nikola,Todorovic,10021464-1
Trent F.,Longo,4477656-1
Tauheed,Ashraf,8819606-1
James C.,Fackler,5729204-1
Mark Samuel,Burdis,10061174-1
John P.,Hake,8914516-2
Steven D.,Halford,6188915-2
Tsigie,Abebe,9763529-1
Frank,Pedersen,4246707-1
Joseph F.,Dernovshek,5484041-2
Ana,Kostic,9228014-2
Vincent S.,Smentkowski,4871526-1
Brian A.,Shortt,4041447-2
Ronald,Stead,D274019-1
Michael F.,Dutton,4165669-4
Daniel K.,Engberg,5192999-3
David,Aker,4130018-2
Brian J.,Fox,5709698-2
Robert D.,Hodges,4750175-2
Dave,Marshall,5544072-3
Jim,Booth,6966485-2
William R.,"Ware, Jr.",5039219-2
Mignonette F.,Sams,9474709-1
Carl,Snyderman,9980738-2
Roy C.,Schoen,4041339-2
Brad,Ketchel,9739360-2
Aaron Y.,Cohen,4310356-2
Robert E.,Lister,6085234-3
Michelle S.,Kwarta,4814250-1
Richard G.,Cox,4972680-1
Giles,Horban,9242628-6
Hema P.,Narra,9884097-3
Eric C.,Quinnell,10108398-1
James A.,Bleck,5655133-9
James T.,Murai,6800480-5
Phillip A.,Lysyj,5706876-1
Shehzad,Latif,8082099-1
John M.,DeHaan,4226033-1
David M.,Himes,7949401-3
Dave,Schnuelle,6771323-2
Larry J.,Campbell,4758455-1
Robert,O'Connor,4015788-1
Stephan,Baucke,6820269-1
Elizabeth A.,Rowland,6714937-2
Terry Wayne,Alsberg,5788152-1
Keith,Mulder,7905220-2
Paul J.,Rutten,4269561-1
Ryan W.,Wolcott,9989969-2
Silvija,Gradecak,8389393-1
Kevin D.,Landgrebe,5405822-1
John A.,Kostinko,4235856-1
Robert B.,Miller,10071506-4
Rajiv V.,Nambiar,5885078-3
Maw R.,Chin,4837051-2
Keith Lars,Jenkins,6941105-4
Edward H.,Carter,7966207-5
Edward S.,Hagermoser,7254775-4
Dean B.,Stockton,4518634-2
John William,"Perkins, Sr.",D708453-1
Ken,Bovatsek,6791780-4
Carolyn,Anderson-Fischer,6087550-1
Ralph W.,"Tufte, Jr.",4272116-1
John A.,Venditti,5325560-2
William E.,Dolash,6211837-2
Bernard E.,Proeschl,3938238-2
Richard B.,Nash,4052237-3
Charles R.,Selby,4823635-1
Abhijit Prabhakar,Suryavanshi,10137557-1
James P.,Coleman,4156787-1
Jay,Doherty,5952619-3
Farid,Moradi,5641112-2
Daniel,Gurka,7168182-2
Lee J.,Erickson,4735055-2
Yijin,Ren,6232031-2
Chenhao,Ma,9914151-1
Arnold M.,Eich,4327582-1
Todd Lyle,Smith,9652287-2
William,Buchholz,5383698-1
Chris,Goetschius,9842343-2
